,0
0,-194.73840337830842
1,-241.30277751657113
2,-87.20777254522329
3,-120.385017916063
4,-122.64060503508239
5,-108.58019647433184
6,-240.21486198527043
7,-113.91317976201226
8,-144.01015477124088
9,-195.581769876861
10,-90.30686154251232
11,-110.10926628428429
12,-131.53069329903838
13,-95.06202599022254
14,-95.31115547585645
15,-86.17134233225893
16,-93.84403503285976
17,-46.561013243585535
18,-138.55590537265317
19,-143.92254703788353
20,-113.08975694926987
21,-106.80303585538648
22,-132.11304829446402
23,-44.63602378485277
24,-108.2547355533286
25,-70.05467902646696
26,-80.10665481431062
27,-62.036921397750625
28,-42.47309240428933
29,-54.58127218065935
30,-135.79153048836184
31,-58.73427740838096
32,-68.65982039094075
33,-51.13064531201123
34,-32.397703847253354
35,-71.18329006031837
36,-60.465194145550356
37,-35.1499254199521
38,-66.36084102825868
39,-52.430849967321564
40,-77.96195771980663
41,-99.39984868025941
42,-78.42122350231367
43,-38.15252513956999
44,-87.22664240651262
45,-71.59398419676111
46,-71.53988027992875
47,-104.55772593566464
48,-27.604658736851476
49,-78.84351974255436
50,-23.12184929090168
51,-85.52040877886915
52,-111.0487860967732
53,-54.05302463661532
54,-55.96434052741042
55,-15.970241688184828
56,-81.33300396235421
57,-87.51326975597317
58,-54.67739546447861
59,-70.53205878728232
60,-38.848616769883556
61,-56.85995857100694
62,-72.15167676685118
63,-40.92658940529982
64,-24.455735436908967
65,-105.02413389503941
66,-18.89910363695644
67,-77.29317173951281
68,-63.49363002585891
69,-77.5122588587922
70,-43.631052855071765
71,-48.608818579220404
72,-98.82366438798819
73,15.559308132535747
74,-38.806458807176256
75,-18.86311590675679
76,-51.72954680873631
77,-21.842808555367114
78,-22.192252513787864
79,7.253433676256506
80,2.7473979168787395
81,-37.561744263404165
82,-17.247376555191792
83,-28.686296330855086
84,22.578921196670436
85,-9.04000573360706
86,-3.057681229099373
87,-185.04565884401313
88,-71.30141925364457
89,-19.789843961363033
90,-60.85921224324744
91,-43.72986638183308
92,-63.95945690445019
93,-89.12468941403111
94,-23.539199205328813
95,-49.84216355253873
96,-29.055725144018638
97,-37.84425024062453
98,-19.815551947829633
99,83.8457470468006
100,-63.79481043621869
101,-32.05129861288198
102,-299.28964570186486
103,-59.69500015851776
104,-73.10121263055528
105,-42.91833281627399
106,-56.436959004255215
107,-150.3886149652563
108,40.78922179852859
109,2.5175736908606297
110,32.79043343593082
111,-62.534818283893244
112,-477.46246792965826
113,-29.503296591968393
114,-12.517385503413209
115,-11.820279081094363
116,-32.945625023846226
117,-74.92353412694816
118,19.198414896326007
119,-45.14193776302887
120,-95.10283089392732
121,5.562651854955449
122,114.94522897414093
123,108.01022209899145
124,23.85883995010815
125,11.054938667530052
126,-21.43270177501601
127,-5.203316912915042
128,-10.459237668008157
129,-61.883561837806155
130,-22.567226348538377
131,-154.93308830659714
132,-8.843793547584477
133,23.340836568046214
134,-33.54099609307339
135,-37.74350859317738
136,83.90466270618616
137,-168.36600087298615
138,87.13594874660777
139,-8.851296402611219
140,-47.20534941933373
141,-52.12613586966762
142,22.225219710750537
143,-232.94518508851507
144,11.439879372102931
