_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-1018.1538774934552,4000,0.032938729683375016,-0.523231409657906,0.5236175001599745,0.06520149670986382,-0.0023214754,-2.0908735,2.1962051,0.36729795,1.5631940186722203e-16,-2.2130366898380127,2.9421741702626383,0.9999946645137092,-1.875664472367433,-4.87966163813579,-0.00268826251584631,1.049676185926388,20,-0.00044506404,0.922833,0.00020780349,0.6666666666666666,1.0,1.0134671160800763,0.034536977314495454,-0.09052823394869458
-1125.9028682906935,4000,0.009283347101753889,-0.5707220096172014,0.5609986861503764,0.06538014772877566,-0.01781826,-2.305506,2.2244802,0.37622792,-2.842170943040401e-17,-1.7255529131867597,3.0615669270087715,0.9999971546250092,-2.0605323622153806,-5.649548118615806,-0.0019004033177073077,1.3916887238070108,40,-0.0010265145,0.9254415,0.0024443564,0.6666666666666666,1.0,0.2416576527573615,0.8331459842118099,0.0387100781871903
-1144.9794339274656,4000,0.004979560236541185,-0.5953044411333968,0.5783242866449112,0.06169745954534979,-0.009878961,-2.3438325,2.152071,0.37185717,2.842170943040401e-17,-3.580145099379645,2.835368365061597,0.9999926814642917,-2.0876845650363074,-5.5642606577821345,-0.0013394605920649737,1.4190954806971967,60,-0.0016176434,0.9230509,0.0025818285,0.6666666666666666,1.0,0.07757498300474142,0.9458834746360277,0.8376709998588988
-1098.0893567066944,4000,0.039687674647423996,-0.618785807242876,0.5997282646055913,0.06649476593859067,-0.0020507772,-2.9617543,2.1671364,0.38537797,-3.552713678800501e-18,-4.085413245324185,2.8041100054491332,0.9999897750695222,-2.0364992021257082,-5.570715588186116,-0.0004142052381459125,1.3866174230578237,80,-0.0011542817,0.92349327,0.0021109944,0.6666666666666666,1.0,0.053474868703474995,0.9628261940117339,0.9381730632329509
-1242.4635985177545,4000,-0.016348992330006955,-0.6394374986209783,0.593517836851037,0.0564385222094687,-0.046706,-2.0181494,1.7868992,0.38112685,-4.263256414560601e-17,-3.9569086651766154,3.287603714299902,0.9999866314666096,-2.2951384175301937,-5.612387326426022,-0.0012282391722114603,1.5861436631544124,100,-0.0021458128,0.9229869,0.0038783178,0.6666666666666666,1.0,0.031409050935319066,0.9816150292184095,0.975028125421811
-1151.2444148365207,4000,0.03439638105536557,-0.6481440782008756,0.6182861896014733,0.06629653235862114,-0.0058677387,-2.2176986,2.4313924,0.3955541,2.842170943040401e-17,-3.5817028136219284,4.633466399799604,0.999987079340292,-2.1151659742237916,-5.504226273286981,-0.0033997476711915206,1.4890020363369019,120,-0.0016125101,0.922016,0.0039998526,0.6666666666666666,1.0,0.05054616745576144,0.9660627089224725,0.9584536344842981
-1280.5504112531273,4000,-0.0012307938755880521,-0.6606157137897647,0.614581712364619,0.059029654802590814,0.0017320785,-2.0862756,2.207785,0.36652404,0.0,-4.280576799193904,3.584348111079418,0.999984653290001,-2.357877817918244,-5.907215274687405,-0.001874512935534646,1.7584433090723641,140,-0.002518504,0.926914,0.0049738092,0.6666666666666666,1.0,0.03462973661443403,0.9823932093795976,0.976923918670488
-1148.520727241759,4000,0.011636509160550215,-0.667812400623579,0.6259191969014385,0.07077128839492453,-0.06282777,-3.4256382,2.2790933,0.41886497,0.0,-3.8155519037367887,3.8857647033824536,0.9999842410418032,-2.0973500596226815,-5.678291953525509,-0.0008090834460733832,1.462857367360919,160,-0.000607588,0.9307734,0.001153089,0.4444444444444444,1.0,0.03158099265434044,0.9785170230861223,0.973731093377129
-1169.3355788400158,4000,0.007711250848933134,-0.6574588726102101,0.6314544610261797,0.06757671054235102,-0.058000095,-2.2470138,2.1528506,0.40359077,7.105427357601002e-18,-3.13543010558937,4.239856384055739,0.9999833228125198,-2.128590986885005,-5.544206378287621,-0.00016387176046049867,1.4251686349182577,180,-0.0038550743,0.93692243,0.0050974553,0.4444444444444444,1.0,0.02201086773438749,0.9849220378541426,0.9805543270284099
-1078.9993581142785,4000,0.016905271383302663,-0.6537058114830795,0.6375162100882258,0.07628421102206064,-0.086497515,-2.5388484,2.143931,0.41760594,-2.842170943040401e-17,-3.3808946085123175,3.273328098222762,0.9999808857063456,-1.9627793799630844,-5.430764737322219,-0.0008387768338602708,1.1341781198128142,200,-0.0035614818,0.940889,0.007452177,0.6666666666666666,1.0,0.019622473282399248,0.9827720381644529,0.9795575518585863
-1250.4843373574124,4000,-0.0045251254504369565,-0.6361576709626249,0.6389632114528704,0.06037452541823716,-0.06236791,-2.609611,2.328392,0.40751627,-1.4210854715202004e-17,-3.2934349648326657,3.2011185076748063,0.9999836678567819,-2.269752956698814,-5.738739699829716,-0.0017829572718830848,1.8251908148247198,220,-0.0008567531,0.93884885,0.0017933373,0.6666666666666666,1.0,0.032775003323137264,0.9822688102474196,0.9760270450355797
